"","Brand","ItemDescription"
"72496","NESCAFE","INSTANT COFFEE PACKAGE-FOOD-FOREIGN PRODUCT"
"72497","PEYMAN","PLASTIC PACKAGE-DRIED NUTS AND FRUITS-INLAND PRODUCT"
"72498","BRITISH AMERICAN TOBACCO","Cigarette Packaging"
"72499","JAPAN TOBACCO INTERNATIONAL","Cigarette Packaging"
"72500","Tropicana","Plastic label"
"72501","Foremost","Plastic bottle"
"72502","Tawan (Pepsi)","Chip Bag"
"72503","Jele","Chip Bag"
"72504","Tong garden","Chip Bag"
"72505","Homey","Chip Bag"
"72506","Colgate","Toothpaste"
"72507","Salt","Toothpaste"
"72508","Seven Eleven (7-11)","Plastic bottle"
"72509","Seven Eleven (7-11)","Wet nap pack"
"72510","Coca cola","Can"
"72511","Leo","Sachets"
"72512","est","Label"
"72513","Pepsi","Can"
"72514","Chang (ThaiBev)","Can"
"72515","Mirinda (Pepsi)","Plastic caps"
"72516","Hong Thong","Carton"
"72517","Euro","Carton"
"72518","Dutch Mill","Plastic caps"
"72519","True Coffee","Plastic cup"
"72520","Bissin","Sachets"
"72521","SCG","Plastic Bags"
"72522","Meji","Label"
"72523","Khao Shong Coffee","Sachets"
"72524","GM","Cigarette Packaging"
"72525","Potae","Carton"
"72526","SPIRIT","Plastic Bags"
"72527","Big C","Plastic Bags"
"72528","Clean & clear","Plastic label"
"72529","Wall's","Icecream bag"
"72530","Kato","Label"
"72531","OMO","Detergent carton"
"72532","Attack Easy","Detergent carton"
"72533","fineline","Fabric softener carton"
"72534","108 shop","Detergent carton"
"72535","Select Tuna","Label"
"72536","Acne","face wash"
"72537","Pipo","Plastic caps"
"72538","Ready booth","Plastic caps"
"72539","Betago","Hotdog pack"
"72540","Magic Farm","Plastic caps"
"72541","AWA","AWA mineral water bottles made of plastics and drinks in plastic bottles produced by SOLIBRA"
"72542","lays","bolsa snack"
"72543","Unknown","crisp packet"
"72544","Frigo","envoltorio"
"72545","Mars","envoltorio"
"72546","Fortuna","caja de tabacco"
"72547","Doritos","bolsa"
"72548","San Miguel","Vaso"
"72549","Lidl","bolsa snack"
"72550","Juba","bolsa producto"
"72551","Elgorriaga","envoltorio"
"72552","la menorquina","envoltorio helado"
"72553","Hacendado","lata"
"72554","pepsi","lata"
"72555","Don Simon","caja zumo"
"72556","Oreo","envoltorio"
"72557","Contact Energy Drink","lata"
"72558","lanjarÃ³n","tapÃ³n botella"
"72559","Colgate","toothpaste"
"72560","Unknown","string"
"72561","Unknown","wet wipe"
"72562","Unknown","shoe insole"
"72563","Unknown","glow stick"
"72564","Castella","Plastic wrappers"
"72565","Unknown","bobbin with fine elastic"
"72566","Unknown","plastic fork"
"72567","Unknown","shoelace"
"72568","Sun","newspaper"
"72569","Unknown","lid from ring pull can"
"72570","Unknown","duct tape"
"72571","Unknown","Plastic Bags"
"72572","Werther's Original","Plastic wrappers"
"72573","Unknown","small bundles of cotton fibre"
"72574","Unknown","foam pipe insulation"
"72575","Unknown","metal buckle"
"72576","Rizla","Cigarette Packaging"
"72577","Unknown","foam packaging"
"72578","Unknown","bottle cap"
"72579","Unknown","Plastic straw"
"72580","Corona","beer bottle cap"
"72581","Walls","ice cream top (Callipo type)"
"72582","Sovereign","Cigarette Butts"
"72583","Unknown","Cigarette Butts"
"72584","Unknown","Plastic wrappers"
"72585","Unknown","tea light (empty)"
"72586","Unknown","chair foot"
"72587","MK","pint cup"
"72588","Unknown","General Trash"
"72589","Unknown","styrofoam"
"72590","Unknown","glass"
"72591","Koolaid","Pouches"
"72592","Chex- Mix","Plastic wrappers"
"72593","Camel","Cigarette Packaging"
"72594","Milky Way","Plastic wrappers"
"72595","Doube Bubble","Plastic wrappers"
"72596","Starbucks","Cups"
"72597","Hersey's","Plastic wrappers"
"72598","Subway","Plastic Bags"
"72599","Swisher Sweets","Plastic wrappers"
"72600","Sunny D","Plastic bottle"
"72601","Crush","Can"
"72602","Just the Basic","Plastic bottle"
"72603","Monster Energy","Can"
"72604","Gatorade","Plastic bottle"
"72605","Dasani","Plastic bottle"
"72606","White Claw","Can"
"72607","Modelo","Glass bottle"
"72608","Nestle","Plastic bottle"
"72609","Target","Plastic Bags"
"72610","Perrier","Box Material"
"72611","Kean Coffee","Coffee Holder"
"72612","Jack in the Box","Plastic wrappers"
"72613","Jacks Surfboard","Sandal"
"72614","Unknown","Plastic straw"
"72615","Unknown","Miscellaneous"
"72616","Plastic labo","Plastic Bags"
"72617","Instant Coffee NestlÃ©","Coffee"
"72618","Foma","Soap Packaging"
"72619","Omo","Soap Packaging"
"72620","Kleesoft","Soap Packaging"
"72621","Crescent & Star","Cigarette Packaging"
"72622","Sports man","Cigarette Packaging"
"72623","Azam glucose","Biscuit packaging"
"72624","Nice biscuit","Biscuit packaging"
"72625","Maziwa ya biscuit","Plastic thin packaging"
"72626","Tanga fresh","Plastic coated packaging"
"72627","Mango","Tetra packs"
"72628","K- vant","Glass beer packaging"
"72629","Officers","Glass beer packaging"
"72630","Heinken","Glass beer packaging"
"72631","U fresh pineapple","Coated plastic juice packaging"
"72632","Cuca","PET soda packaging"
"72633","Mo energy","Colored PET soda packaging"
"72634","Kilimanjaro","PET clear water packaging bottles"
"72635","Red bull","84x Aluminiumdosen"
"72636","McDonaldâ€™s","EMPTY"
"72637","FeldschlÃ¶ssli","Aluminiumdose"
"72638","Coca-Cola","Aluminiumdose"
"72639","Viva - Siami SPA","Bottiglia di acqua"
"72640","San Benedetto","Bottiglia di acqua"
"72641","Levissima","Bottiglia di acqua"
"72642","Misia","Bottiglia di acqua"
"72643","Gaia","Bottiglia di acqua"
"72644","Ferrarelle","Bottiglia di acqua"
"72645","Vera","Bottiglia di acqua"
"72646","Scottex","EMPTY"
"72647","Eurospin","EMPTY"
"72648","Mulino Bianco","snack packaging"
"72649","Twix","snack packaging"
"72650","Eurovast","EMPTY"
"72651","Famy","EMPTY"
"72652","Mars","EMPTY"
"72653","Pavesi","EMPTY"
"72654","Durex","EMPTY"
"72655","Lavazza","Coffee bag"
"72656","Meda","EMPTY"
"72657","Nutrisystem","EMPTY"
"72658","Scala","Cleaner bottle"
"72659","MARWA","WATER BOTTLE"
"72660","SABRINE","WATER BOTTLE"
"72661","DELICE","MILK CONTAINER"
"72662","CELTIA","BEER CAN"
"72663","VIVA","Soft Drink Bottles"
"72664","BARGOU","WATER BOTTLE"
"72665","COCA COLA","SOFT DRINK CAN"
"72666","UNKNOWN","Cigarette Butts"
"72667","UNKNOWN","FISHING ROPES"
"72668","UNKNOWN","COFFEE CUPS"
"72669","UNKNOWN","Plastic straw"
"72670","UNKNOWN","Plastic wrappers"
"72671","UNKNOWN","JUICE BOXES"
"72672","Uhai","PET Clear bottles"
"72673","Afya","PET Clear bottles"
"72674","Asas yoghurt","Milik plastic packaging"
"72675","Rungu max blade","Razor blade"
"72676","Nestle pure life","Nestle"
"72677","AlaÃ§am","UludaÄŸ"
"72678","Eti","eti"
"72679","tadÄ±m","TadÄ±m"
"72680","Doritos","Frutolay"
"72681","Patos","DoÄŸuÅŸ grubu"
"72682","Ãœlker","Ãœlker"
"72683","Redbull","Mateschitz"
"72684","Tuborg","Central Bottling Company"
"72685","Milka","Mondelez"
"72686","Dost","Bim"
"72687","Erikli","Nestle"
"72688","Bim","Bim"
"72689","GÃ¼ndoÄŸdu","GÃ¼ndoÄŸdu"
"72690","Mika","Saka inÅŸ. gÄ±da aÅŸ."
"72691","Danone","Unilever"
"72692","Hamidiye","Hamidiye"
"72693","Hayat su","Unilever"
"72694","Lucky strike","EMPTY"
"72695","Nelsen","cleaner bottle"
"72696","Regina","EMPTY"
"72697","Ferrarelle","water bottle"
"72698","Uliveto","water bottle"
"72699","Kinder Ferrero","snack packaging"
"72700","Bic","pen"
"72701","Blues","water bottle"
"72702","EstathÃ¨, San benedetto","brick"
"72703","NestlÃ¨","snack packaging"
"72704","Biffi","EMPTY"
"72705","Heineken","Plastic bottle"
"72706","Conad","EMPTY"
"72707","Yoga","EMPTY"
"72708","Tropical","EMPTY"
"72709","Lilia","Water bottle"
"72710","Mondelez","EMPTY"
"72711","Ace","EMPTY"
"72712","Rugiada","water bottle"
"72713","Maniva","water bottle"
"72714","San benedetto","water bottle"
"72715","Eurospin","EMPTY"
"72716","Hosta","EMPTY"
"72717","Parmareggio","EMPTY"
"72718","Fabia","water bottle"
"72719","Lavazza","EMPTY"
"72720","Pavesini","EMPTY"
"72721","Alisea","water bottle"
"72722","fantastic delite","Chips bag"
"72723","Muller","EMPTY"
"72724","Pejo","water bottle"
"72725","fonzies","Chips bag"
"72726","Merivo","EMPTY"
"72727","Locatelli","Pizzaiola"
"72728","Fonte Azzurrina","water bottle"
"72729","Purina gourmet","EMPTY"
"72730","Granarolo","Milk bottle"
"72731","Gran Finale","EMPTY"
"72732","San Benedetto","water bottle"
"72733","Norda","water bottle"
"72734","Coca cola","Plastic bottle"
"72735","Monte bianco","water bottle"
"72736","Bernardo","Plastic bottle"
"72737","Freeway","Plastic bottle"
"72738","Blues","Plastic bottle"
"72739","Esselunga","Plastic bottle"
"72740","Presolana","Plastic bottle"
"72741","estathÃ¨","EMPTY"
"72742","unknown","cleaner bottle"
"72743","Danone","EMPTY"
"72744","Hills","EMPTY"
"72745","Unknown","packaging"
"72746","Camel","Cigarette Butts"
"72747","chesterfield","Cigarette Butts"
"72748","bic","lighter"
"72749","Ricola","candy packaging"
"72750","saila","candy packaging"
"72751","Fiorentini","EMPTY"
"72752","Unknown","tampon"
"72753","unknown","candy packaging"
"72754","auchan","EMPTY"
"72755","Foma","Soap Packaging"
"72756","Omo","Soap Packaging"
"72757","Kleesoft","Soap Packaging"
"72758","Crescent & Star","Cigarette Packaging"
"72759","Sports man","Cigarette Packaging"
"72760","Azam glucose","Biscuit plastic packaging"
"72761","Nice biscuit","Plastic biscuit packaging"
"72762","Maziwa ya biscuit","Plastic biscuit packaging"
"72763","Tanga fresh","Plastic coated packaging"
"72764","Mango fruit","Tetra packs juice"
"72765","K vant","Glass beer packaging"
"72766","Officers","Glass beer packaging"
"72767","Heinken","Glass beer packaging"
"72768","U fresh pineapple","Coated plastic juice packaging"
"72769","Cuca","PET soda bottles"
"72770","Mo energy","Colored PET soda bottles"
"72771","Kilimanjaro","PET Clear water bottles"
"72772","Frasassi","Plastic bottle"
"72773","Coca cola","EMPTY"
"72774","Energade","San Benedeto"
"72775","San benedetto","thÃ¨"
"72776","risparmio casa","alcool etilico"
"72777","Claudia","Sem"
"72778","Noberasco","EMPTY"
"72779","Maspex Romania","tedi go"
"72780","Auchan","Plastic bottle"
"72781","blues","eurospin"
"72782","Yakult","EMPTY"
"72783","san benedetto","Plastic bottle"
"72784","limonata happy fresh","EMPTY"
"72785","Consorziari dias","Milk"
"72786","levissima","san pellegrino"
"72787","consorziati dias","EMPTY"
"72788","schwepps","dr pepper"
"72789","fiorucci","wustel"
"72790","lidl","EMPTY"
"72791","nivea","EMPTY"
"72792","Lines","procter& gamble"
"72793","vipiteno","yogurt"
"72794","grazia","Plastic bottle"
"72795","sveva","Plastic bottle"
"72796","henkel","super attack"
"72797","boario","water"
"72798","Unknown","Cigarette Butts"
"72799","Unknown","cotton buds"
"72800","Heineken","can"
"72801","San Miguel (beer)","can"
"72802","Lucky strike","cigar pack"
"72803","Viladrau","Water bottle"
"72804","Winston","Cigarette Packaging"
"72805","Club","Cigarette Packaging"
"72806","Embassy","Cigarette Packaging"
"72807","Portsman","Cigarette Packaging"
"72808","Ukwaju","Coated Juice plastic packaging"
"72809","Puff","Soap Packaging"
"72810","Amstel","Glass beer packaging"
"72811","Korie","Oil plastic packaging"
"72812","Asas","Coated milk plastic packaging"
"72813","Dar Fresh","Coated milk plastic packaging"
"72814","Sea salt","Nylon salt plastic packaging"
"72815","Family","Soap plastic packaging"
"72816","Simba Chai","Plastic Bags"
"72817","Mo Energy","Colored PET bottles"
"72818","Grucose","Plastic biscuit packaging"
"72819","Milk","Coated milk plastic packaging"
"72820","Azam Milk","Coated milk plastic packaging"
"72821","Kiroba","PET beer bottles packaging"
"72822","Azam malta","PET soda bottles packaging"
"72823","Mo maisha","PET water bottles packaging"
"72824","Konyagi","Glass beer packaging"
"72825","Rays","Not sure"
"72826","Konyagi","Sachets"
"72827","Kasuku","Glass match"
"72828","Uhai","Clear plastic bottle"
"72829","Energy Drink","Colored Plastic bottle"
"72830","African Fruit","Clear Plastic bottle"
"72831","Ukwaju","ice lolly/ice cream packaging"
"72832","mo xtra","colored plastic bottle"
"72833","Konyagi","Glass bottle"
"72834","Afya","clear plastic packaging bottle"
"72835","Windhock","Glass bottle"
"72836","Portsman","Cigatate packaging"
"72837","U fresh","Candy package"
"72838","ABC Batteries","batteries"
"72839","Kasuku","Match box"
"72840","ndala","flip flops"
"72841","Mwanasport","Newspaper"
"72842","Mo energy","PET juice bottles packaging"
"72843","Konyagi","Glass bottle"
"72844","Sports man","Cigarette Packaging"
"72845","Heinken","Glass bottle"
"72846","WhitedentTooth paste and Tooth Blush","Tubes and plastic brushes"
"72847","CHIBUKU","PET beer bottles"
"72848","Tanga fresh","Milk coated plastic packaging"
"72849","Kariakoo Plastic Bags","Plastic Bags"
"72850","Windhock","Glass bottle"
"72851","Azam Embe","Clear plastic bottle"
"72852","Ukwaju","Plastic wrappers"
"72853","Coca cola","Glass bottle"
"72854","Castle Light","Glass bottle"
"72855","K Vant","Glass bottle"
"72856","Kilimanjaro infusion tea bag","tea bag"
"72857","Tangawizi Chai","Tea Bag"
"72858","Woolworths","Spring water bottle"
"72859","Danish","Plastic wrappers"
"72860","Unknown","Bottle Cap"
"72861","Unknown","Plastic Bags"
"72862","Derby","Cigarette Packaging"
"72863","Ruchi","Packet"
"72864","Benson and Hedges","Cigarette Packaging"
"72865","Olympic","Biscuit"
"72866","7 Up","Soft Drink Bottles"
"72867","Lexus","Biscuit"
"72868","Bombay Sweets","Chips bag"
"72869","Fruit fun","Plastic wrappers"
"72870","Nescafe","Sachets"
"72871","Unknown","Rubber"
"72872","Pran","Chips bag"
"72873","Unknown","Paper"
"72874","Fresh","Tissue Packet"
"72875","Pulse","Plastic wrappers"
"72876","Center Fruit","Plastic wrappers"
"72877","Bashundhara","A4 Paper Packet"
"72878","Fresh","Water bottle"
"72879","Aquafina","Mineral Water Bottle"
"72880","Good Luck","Pen"
"72881","Ispahani Green Tea","Tea packet"
"72882","Kopiko","Plastic wrappers"
"72883","Milky Nuts","Snack bar"
"72884","Sun light Battery","Packet"
"72885","Dairy Milk","Plastic wrappers"
"72886","Mountain Dew","Soft Drink Bottles"
"72887","SMC","Oral Saline"
"72888","Tang","soft drink powder"
"72889","Tiffin","biscuit"
"72890","Brown sugar","Nylon plastic sugar packaging"
"72891","Omo","Soap plastic packaging"
"72892","Santa lucia","Plastic food packaging"
"72893","Passion","PET soda bottle packaging"
"72894","Formosa plastic","PVC"
"72895","Embassy","Cigarette Packaging"
"72896","Carburator","Unsure"
"72897","Uhai","PET water bottles packaging"
"72898","Passion","PET water bottles packaging"
"72899","Mwananchi news paper","Gazette"
"72900","Mo Energy","Plastic bottle"
"72901","Maisha","Clear plastic packaging bottle"
"72902","Portsman","Cigarette Packaging"
"72903","Konyagi","Glass bottle"
"72904","Samba","Packages"
"72905","Aloe Vera","Aloe Vera soap package"
"72906","Foma Gold","Washing Powder packaging"
"72907","Azam Energy","Colored Plastic bottle"
"72908","Choco chix","Ice lolly packer"
"72909","Africa Futi","Tetra pack Juice packaging box"
"72910","Mo Extra","PET energy drink in coloured bottle"
"72911","Coca cola","Glass materials packaging"
"72912","Peach","PET soda drinking in clear bottle"
"72913","Afya","PET - drinking water in clear bottle"
"72914","Kilimanjaro","PET - Drinking water in clear bottle"
"72915","K Vant","Glass materials"
"72916","Hieneken","Glass materials"
"72917","Mo Xtra","Colored PET soda bottles"
"72918","Vodka","PET clear beer bottle"
"72919","Azam Energy","Colored PET soda bottles"
"72920","Mo Passion","PET clear soda bottle"
"72921","Pineapple drink","PET clear soda bottle"
"72922","Ukwaju","Coated juice plastic packaging"
"72923","Sayona","PET clear soda bottle"
"72924","Hill water","PET clear water bottle"
"72925","Mo Extra","PET energy drink in coloured bottle"
"72926","Coca cola","Glass materials"
"72927","Peach","PET soda drink in clear bottle"
"72928","Afya","PET drinkig water clear bottle"
"72929","Kilimanjaro","PET drinkig water clear bottle"
"72930","K Vant","Glass maerials"
"72931","Hieneken","Glass bottle"
"72932","African fruti","Tetra pack box for juice packaging"
"72933","Azam Embe","Plastic bottle"
"72934","coolbar","Ice lolly packaging"
"72935","Super Ball-cone","Ice lolly/ice cream packaging"
"72936","Splash","Ice lolly/ice cream packaging"
"72937","Heineken","Glass bottle"
"72938","savanna","Glass bottle"
"72939","Dompo","Glass bottle"
"72940","Chill sauce","Clear plastic bottle"
"72941","Rivella","Clear plastic bottle"
"72942","Pine Apple","Clear plastic bottle"
"72943","Fursana","clear plastic bottle"
"72944","Pepsi","Aluminium Beverage can"
"72945","Master","Cigarette Packaging"
"72946","Afya","Clear Plastic Packaging"
"72947","Uhai","Clear Plastic Packaging"
"72948","Simba chai","Tea bag"
"72949","Pride","Clear Plastic Packaging"
"72950","Ukwaju","Ice lolly packaging"
"72951","Super Ball-cone","Ice lolly packaging"
"72952","Splash","Ice lolly packaging"
"72953","unknown","bastoncini"
"72954","fanta","Plastic bottle"
"72955","Acqua Lete","Plastic bottle"
"72956","bic","lighter"
"72957","San Pellegrino","Plastic bottle"
"72958","Vera NestlÃ¨","Plastic bottle"
"72959","Levissima","Plastic bottle"
"72960","Sole","cleaner bottle"
"72961","unknowns","Cigarette Butts"
"72962","unknown","plugs"
"72963","unknown","cutlery"
"72964","coca cola","can"
"72965","beltÃ¨","Plastic bottle"
"72966","sterilgarda","brick"
"72967","Lion","snack packaging"
"72968","unknown","cotton fiocc"
"72969","Sant'Agata","Plastic bottle"
"72970","pepsi","Plastic bottle"
"72971","lilia","Plastic bottle"
"72972","Santal","Plastic bottle"
"72973","Sant'Anna","Plastic bottle"
"72974","BeltÃ¨ NeslÃ¨","Plastic bottle"
"72975","Sorgesana","Plastic bottle"
"72976","Unknown","cans"
"72977","sorgesana","Plastic bottle"
"72978","san benedetto","Plastic bottle"
"72979","pepsi","Plastic bottle"
"72980","Natura","Plastic bottle"
"72981","Roccfina","Plastic bottle"
"72982","Blues","Plastic bottle"
"72983","Clivia","Plastic bottle"
"72984","Unknown","Plastic bottle"
"72985","Ferrarelle","Plastic bottle"
"72986","garnier","EMPTY"
"72987","elah dufur","candy packaging"
"72988","DecÃ²","Chips bag"
"72989","durex","EMPTY"
"72990","chiquita","label"
"72991","unknown","fishing nets"
"72992","unknown","Plastic straw"
"72993","Oreo","snack packaging"
"72994","Amica chips","Chips bag"
"72995","San Carlo","Chips bag"
"72996","chipster","Chips bag"
"72997","Kinder","snack packaging"
"72998","barnes","snack packaging"
"72999","coca cola","plug"
"73000","san benedetto","plug"
"73001","unknown","plug"
"73002","unknown","Plastic bottle"
"73003","Simid Dobrudzha","Bread Packaging"
"73004","unknown","plastic fragments"
"73005","Natia","Plastic bottle"
"73006","nestlÃ¨","Plastic bottle"
"73007","gatorade","Plastic bottle"
"73008","selex","chis bag"
"73009","Unknown","wet wipes"
"73010","22 carats - MKB Ltd.","croissant packaging"
"73011","Cognac Slanchev bryag","Glass bottle"
"73012","Moreni waffle - Mondelez Iternational","waffle packaging"
"73013","Fanta - Coca Cola (GmbH)","plastic bottle"
"73014","Argus beer- Lidl","1.5 l plastic bottle"
